       time  n_win  win_start   win_end  n_s_mut  n_n_mut  tajimas_d_site  tajimas_d_branch  diversity
101   500.0      1    50000.0   99999.0        0  1159587        3.804669          3.804929   2.543791
102   500.0      2   100000.0  149999.0        0  1129385        4.372777          4.370317   3.102214
103   500.0      3   150000.0  199999.0        1  1097180        3.862366          3.865446   2.495352
104   500.0      4   200000.0  249999.0        1  1108591        3.736123          3.744519   2.422363
105   500.0      5   250000.0  299999.0        2  1096043        4.212508          4.212432   2.455079
106   500.0      6   300000.0  349999.0        2  1121349        4.461231          4.462765   2.117917
107   500.0      7   350000.0  399999.0        1  1106301        4.675334          4.675272   2.608025
108   500.0      8   400000.0  449999.0        2  1113896        3.320691          3.322186   2.427390
109   500.0      9   450000.0  499999.0        1  1104479        4.758858          4.761539   2.035049
110   500.0     10   500000.0  549999.0        0  1111883        4.605965          4.601454   2.105065
111   500.0     11   550000.0  599999.0        3  1115884        4.456355          4.463572   1.851109
112   500.0     12   600000.0  649999.0        1  1103926        4.220033          4.220082   2.770502
113   500.0     13   650000.0  699999.0        1  1071499        4.684893          4.688728   2.438826
114   500.0     14   700000.0  749999.0        0  1102408        3.486815          3.483684   2.387899
115   500.0     15   750000.0  799999.0        0  1099269        1.782344          1.784419   1.563226
116   500.0     16   800000.0  849999.0        0  1099265        2.461705          2.466290   1.849195
117   500.0     17   850000.0  899999.0        1  1115458        3.306495          3.307998   2.181733
118   500.0     18   900000.0  949999.0        2  1151205        3.038171          3.043581   1.986793
119   500.0     19   950000.0  999999.0        1  1125891        4.481347          4.478761   2.168039
120   600.0      0        0.0   49999.0        1  1147564        3.546662          3.547914   2.378200
121   600.0      1    50000.0   99999.0        0  1159587        3.379010          3.381654   2.638165
122   600.0      2   100000.0  149999.0        0  1129385        4.298377          4.294121   3.070167
123   600.0      3   150000.0  199999.0        1  1097180        3.896279          3.899380   2.505630
124   600.0      4   200000.0  249999.0        1  1108591        3.937507          3.945593   2.490982
125   600.0      5   250000.0  299999.0        2  1096043        4.199484          4.200331   2.449174
126   600.0      6   300000.0  349999.0        2  1121349        4.592888          4.591734   2.151515
127   600.0      7   350000.0  399999.0        1  1106301        4.875200          4.875281   2.671711
128   600.0      8   400000.0  449999.0        2  1113896        3.658034          3.665420   2.550824
129   600.0      9   450000.0  499999.0        1  1104479        5.124394          5.125896   2.127349
130   600.0     10   500000.0  549999.0        0  1111883        3.579746          3.570172   1.828387
131   600.0     11   550000.0  599999.0        3  1115884        4.018134          4.023804   1.744109
132   600.0     12   600000.0  649999.0        1  1103926        3.769871          3.769949   2.602100
133   600.0     13   650000.0  699999.0        1  1071499        4.573509          4.577587   2.403528
134   600.0     14   700000.0  749999.0        0  1102408        4.301153          4.303945   2.677376
135   600.0     15   750000.0  799999.0        0  1099269        3.597233          3.599786   2.127395
136   600.0     16   800000.0  849999.0        0  1099265        3.532117          3.535050   1.833551
137   600.0     17   850000.0  899999.0        1  1115458        2.969667          2.971744   2.068336
138   600.0     18   900000.0  949999.0        2  1151205        2.888623          2.893043   1.937792
139   600.0     19   950000.0  999999.0        1  1125891        4.371496          4.367660   2.151861
140   700.0      0        0.0   49999.0        1  1147564        4.461725          4.465044   2.416344
141   700.0      1    50000.0   99999.0        0  1159587        4.168350          4.168274   2.676057
142   700.0      2   100000.0  149999.0        0  1129385        4.428104          4.427852   3.122998
143   700.0      3   150000.0  199999.0        1  1097180        3.976001          3.979201   2.533737
144   700.0      4   200000.0  249999.0        1  1108591        3.871199          3.874960   2.602735
145   700.0      5   250000.0  299999.0        2  1096043        4.287809          4.289506   2.530621
146   700.0      6   300000.0  349999.0        2  1121349        4.886612          4.884311   2.232999
147   700.0      7   350000.0  399999.0        1  1106301        4.781594          4.778606   2.642068
148   700.0      8   400000.0  449999.0        2  1113896        3.373588          3.383593   2.653245
149   700.0      9   450000.0  499999.0        1  1104479        3.312234          3.314102   2.115472
150   700.0     10   500000.0  549999.0        0  1111883        2.746613          2.738728   1.769346
151   700.0     11   550000.0  599999.0        3  1115884        3.550027          3.557305   1.632895
152   700.0     12   600000.0  649999.0        1  1103926        3.362861          3.361058   2.452370
153   700.0     13   650000.0  699999.0        1  1071499        4.439070          4.443489   2.363702
154   700.0     14   700000.0  749999.0        0  1102408        4.242226          4.249977   2.656916
155   700.0     15   750000.0  799999.0        0  1099269        4.441992          4.444351   2.390943
156   700.0     16   800000.0  849999.0        0  1099265        2.755964          2.762239   1.944391
157   700.0     17   850000.0  899999.0        1  1115458        3.203611          3.206236   2.147281
158   700.0     18   900000.0  949999.0        2  1151205        2.953541          2.958757   1.959557
159   700.0     19   950000.0  999999.0        1  1125891        4.422164          4.418387   2.166298
160   800.0      0        0.0   49999.0        1  1147564        2.999724          3.001000   2.521689
161   800.0      1    50000.0   99999.0        0  1159587        2.963314          2.966884   2.906094
162   800.0      2   100000.0  149999.0        0  1129385        3.785080          3.785525   3.120257
163   800.0      3   150000.0  199999.0        1  1097180        4.072861          4.075849   2.568289
164   800.0      4   200000.0  249999.0        1  1108591        3.492253          3.493107   2.597618
165   800.0      5   250000.0  299999.0        2  1096043        4.261050          4.261987   2.522007
166   800.0      6   300000.0  349999.0        2  1121349        4.948444          4.946771   2.249894
167   800.0      7   350000.0  399999.0        1  1106301        4.317410          4.316817   2.488408
168   800.0      8   400000.0  449999.0        2  1113896        2.842305          2.852313   2.472670
169   800.0      9   450000.0  499999.0        1  1104479        3.233498          3.235800   2.090294
170   800.0     10   500000.0  549999.0        0  1111883        2.993706          2.981687   1.842203
171   800.0     11   550000.0  599999.0        3  1115884        4.044424          4.051337   1.752215
172   800.0     12   600000.0  649999.0        1  1103926        3.317602          3.313577   2.587548
173   800.0     13   650000.0  699999.0        1  1071499        4.609768          4.612820   2.418783
174   800.0     14   700000.0  749999.0        0  1102408        4.342911          4.345808   2.761249
175   800.0     15   750000.0  799999.0        0  1099269        2.920983          2.930715   2.498911
176   800.0     16   800000.0  849999.0        0  1099265        3.508253          3.512237   2.188701
177   800.0     17   850000.0  899999.0        1  1115458        3.920758          3.921907   2.385945
178   800.0     18   900000.0  949999.0        2  1151205        3.526085          3.529872   2.141145
179   800.0     19   950000.0  999999.0        1  1125891        3.251196          3.247612   2.348376
180   900.0      0        0.0   49999.0        1  1147564        3.053964          3.055510   2.542955
181   900.0      1    50000.0   99999.0        0  1159587        2.947954          2.951456   2.898627
182   900.0      2   100000.0  149999.0        0  1129385        4.005766          4.006661   3.217710
183   900.0      3   150000.0  199999.0        1  1097180        3.608072          3.614795   2.581523
184   900.0      4   200000.0  249999.0        1  1108591        3.224959          3.224766   2.608342
185   900.0      5   250000.0  299999.0        2  1096043        4.072277          4.073726   2.457410
186   900.0      6   300000.0  349999.0        2  1121349        4.760032          4.755113   2.196710
187   900.0      7   350000.0  399999.0        1  1106301        4.516392          4.515168   2.575517
188   900.0      8   400000.0  449999.0        2  1113896        2.990283          2.999987   2.642208
189   900.0      9   450000.0  499999.0        1  1104479        3.508048          3.510476   2.178514
190   900.0     10   500000.0  549999.0        0  1111883        3.276830          3.267219   1.925662
191   900.0     11   550000.0  599999.0        3  1115884        4.069145          4.074396   1.758181
192   900.0     12   600000.0  649999.0        1  1103926        3.030149          3.030357   2.614879
193   900.0     13   650000.0  699999.0        1  1071499        4.316357          4.322328   2.329565
194   900.0     14   700000.0  749999.0        0  1102408        3.940147          3.941911   2.614392
195   900.0     15   750000.0  799999.0        0  1099269        2.782032          2.792439   2.442476
196   900.0     16   800000.0  849999.0        0  1099265        3.244913          3.250594   2.103326
197   900.0     17   850000.0  899999.0        1  1115458        3.825645          3.826086   2.354153
198   900.0     18   900000.0  949999.0        2  1151205        3.706182          3.710484   2.198180
199   900.0     19   950000.0  999999.0        1  1125891        3.229080          3.224558   2.339697
200  1000.0      0        0.0   49999.0        1  1147564        3.416453          3.418626   2.689740
201  1000.0      1    50000.0   99999.0        0  1159587        3.212075          3.216189   3.022867
202  1000.0      2   100000.0  149999.0        0  1129385        3.900288          3.901845   3.171518
203  1000.0      3   150000.0  199999.0        1  1097180        3.581686          3.589253   2.570982
204  1000.0      4   200000.0  249999.0        1  1108591        3.209338          3.210060   2.601988
205  1000.0      5   250000.0  299999.0        2  1096043        3.898663          3.902809   2.399046
206  1000.0      6   300000.0  349999.0        2  1121349        4.562749          4.559376   2.142084
207  1000.0      7   350000.0  399999.0        1  1106301        4.601417          4.599735   2.602380
208  1000.0      8   400000.0  449999.0        2  1113896        3.134949          3.144920   2.702595
209  1000.0      9   450000.0  499999.0        1  1104479        3.585551          3.586063   2.201719
210  1000.0     10   500000.0  549999.0        0  1111883        3.414965          3.407537   1.965630
211  1000.0     11   550000.0  599999.0        3  1115884        4.007714          4.011899   1.741733
212  1000.0     12   600000.0  649999.0        1  1103926        3.097630          3.098725   2.641733
213  1000.0     13   650000.0  699999.0        1  1071499        4.561603          4.565984   2.403606
214  1000.0     14   700000.0  749999.0        0  1102408        4.092627          4.099208   2.668031
215  1000.0     15   750000.0  799999.0        0  1099269        3.145373          3.157218   2.588327
216  1000.0     16   800000.0  849999.0        0  1099265        3.289757          3.293830   2.115669
217  1000.0     17   850000.0  899999.0        1  1115458        3.684226          3.684203   2.305128
218  1000.0     18   900000.0  949999.0        2  1151205        3.684302          3.687825   2.189445
219  1000.0     19   950000.0  999999.0        1  1125891        3.184316          3.179722   2.321706
220  1100.0      0        0.0   49999.0        1  1147564        3.254811          3.257927   2.624287
221  1100.0      1    50000.0   99999.0        0  1159587        3.260699          3.263237   3.044131
